S.L No,CustomerID,Gender,Location,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,GST,Offline_Spend,Online_Spend,Month,Discount_pct
36365,17841,M,California,26108,21-Apr-19,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1,44.79,6,0.18,4000,3078.84,4,10
36366,17841,M,California,26109,21-Apr-19,GGOEGAPB057513,Women's Weatherblock Shell Jacket Black,Apparel,1,52.07,6.5,0.18,4000,3078.84,4,10
36367,17841,M,California,26111,21-Apr-19,GGOEGAER035514,Google Men's Vintage Tank,Apparel,1,14.69,6,0.18,4000,3078.84,4,10
36368,17841,M,California,26120,21-Apr-19,GGOEGAFJ036216,Google Men's Pullover Hoodie Grey,Apparel,1,41.59,6,0.18,4000,3078.84,4,10
36369,17965,F,Chicago,26123,21-Apr-19,GGOEYAAJ032515,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6,0.18,4000,3078.84,4,10
36370,17965,F,Chicago,26124,21-Apr-19,GGOEYAWJ061448,YouTube Onesie Heather,Apparel,2,23.99,12.99,0.18,4000,3078.84,4,10
36371,17965,F,Chicago,26126,21-Apr-19,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36372,17965,F,Chicago,26126,21-Apr-19,GGOEGAAJ032317,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2,15.19,6,0.18,4000,3078.84,4,10
36373,17965,F,Chicago,26126,21-Apr-19,GGOEGAAL010617,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36374,14713,F,Chicago,26130,21-Apr-19,GGOEGATB060413,Google Women's Quilted Insulated Vest Black,Apparel,1,59.99,12.99,0.18,4000,3078.84,4,10
36375,14713,F,Chicago,26135,21-Apr-19,GGOEAAAC080914,Android Lifted Men's Short Sleeve Tee Blue,Apparel,1,15.99,6,0.18,4000,3078.84,4,10
36376,14713,F,Chicago,26135,21-Apr-19,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,0.18,4000,3078.84,4,10
36377,14713,F,Chicago,26146,21-Apr-19,GGOEAAAL081114,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,11.19,6,0.18,4000,3078.84,4,10
36378,14713,F,Chicago,26146,21-Apr-19,GGOEGAAB033815,Google Men's Vintage Badge Tee Black,Apparel,1,15.19,6,0.18,4000,3078.84,4,10
36379,14713,F,Chicago,26146,21-Apr-19,GGOEGAAB033816,Google Men's Vintage Badge Tee Black,Apparel,2,15.19,6,0.18,4000,3078.84,4,10
36380,14713,F,Chicago,26147,21-Apr-19,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2,13.59,6,0.18,4000,3078.84,4,10
36381,14713,F,Chicago,26147,21-Apr-19,GGOEGALL074615,Google Women's Short Sleeve Badge Tee Navy,Apparel,10,9.51,6,0.18,4000,3078.84,4,10
36382,14713,F,Chicago,26147,21-Apr-19,GGOEGALL074616,Google Women's Short Sleeve Badge Tee Navy,Apparel,10,9.51,6,0.18,4000,3078.84,4,10
36383,14702,F,New York,26151,21-Apr-19,GGOEYAAJ032517,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6,0.18,4000,3078.84,4,10
36384,14702,F,New York,26154,21-Apr-19,GGOEGAFJ036215,Google Men's Pullover Hoodie Grey,Apparel,1,41.59,6,0.18,4000,3078.84,4,10
36385,14702,F,New York,26156,21-Apr-19,GGOEYAAJ032514,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,24.49,0.18,4000,3078.84,4,10
36386,14702,F,New York,26156,21-Apr-19,GGOEYAEJ029514,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1,10.63,24.49,0.18,4000,3078.84,4,10
36387,14702,F,New York,26156,21-Apr-19,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,1,44.79,24.49,0.18,4000,3078.84,4,10
36388,14702,F,New York,26156,21-Apr-19,GGOEYAQB073214,YouTube Women's Fleece Hoodie Black,Apparel,1,31.35,24.49,0.18,4000,3078.84,4,10
36389,14702,F,New York,26156,21-Apr-19,GGOEYAWJ061448,YouTube Onesie Heather,Apparel,1,19.19,24.49,0.18,4000,3078.84,4,10
36390,14702,F,New York,26157,21-Apr-19,GGOEYHPB072210,YouTube Twill Cap,Apparel,3,8.79,6,0.18,4000,3078.84,4,10
36391,14702,F,New York,26158,21-Apr-19,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2,13.59,12.48,0.18,4000,3078.84,4,10
36392,14702,F,New York,26158,21-Apr-19,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,4,13.59,12.48,0.18,4000,3078.84,4,10
36393,14702,F,New York,26158,21-Apr-19,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5,13.59,12.48,0.18,4000,3078.84,4,10
36394,14702,F,New York,26158,21-Apr-19,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2,13.59,12.48,0.18,4000,3078.84,4,10
36395,14702,F,New York,26159,21-Apr-19,GGOEGAER035513,Google Men's Vintage Tank,Apparel,1,11.75,19.02,0.18,4000,3078.84,4,10
36396,14702,F,New York,26159,21-Apr-19,GGOEGALQ036614,Google Women's Scoop Neck Tee White,Apparel,1,11.19,19.02,0.18,4000,3078.84,4,10
36397,13230,M,California,26164,21-Apr-19,GGOEGADJ056817,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,76.99,6,0.18,4000,3078.84,4,10
36398,13230,M,California,26166,21-Apr-19,GGOEYAAJ032514,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,18.99,6,0.18,4000,3078.84,4,10
36399,13230,M,California,26166,21-Apr-19,GGOEYAWJ061453,YouTube Onesie Heather,Apparel,1,23.99,6,0.18,4000,3078.84,4,10
36400,13230,M,California,26166,21-Apr-19,GGOEYAXR066155,You Tube Toddler Short Sleeve Tee Red,Apparel,1,16.99,6,0.18,4000,3078.84,4,10
36401,13230,M,California,26167,21-Apr-19,GGOEGAAC032115,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1,15.19,6.5,0.18,4000,3078.84,4,10
36402,13230,M,California,26167,21-Apr-19,GGOEGAEC029113,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,2,15.19,6.5,0.18,4000,3078.84,4,10
36403,13230,M,California,26167,21-Apr-19,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.19,6.5,0.18,4000,3078.84,4,10
36404,13230,M,California,26168,21-Apr-19,GGOEGAYQ069026,Google Youth Short Sleeve Tee White,Apparel,1,18.99,6,0.18,4000,3078.84,4,10
36405,13969,F,New York,26170,21-Apr-19,GGOEGAAJ032815,Google Men's Long & Lean Tee Charcoal,Apparel,8,11.19,40.25,0.18,4000,3078.84,4,10
36406,13969,F,New York,26170,21-Apr-19,GGOEGAAJ032816,Google Men's Long & Lean Tee Charcoal,Apparel,8,11.19,40.25,0.18,4000,3078.84,4,10
36407,13969,F,New York,26170,21-Apr-19,GGOEGAYH068456,Google Youth Short Sleeve T-shirt Green,Apparel,1,10.63,40.25,0.18,4000,3078.84,4,10
36408,13969,F,New York,26170,21-Apr-19,GGOEGAYT068524,Google Youth Short Sleeve T-shirt Yellow,Apparel,1,10.63,40.25,0.18,4000,3078.84,4,10
36409,13969,F,New York,26170,21-Apr-19,GGOEYAEB030013,YouTube Women's Racer Back Tank Black,Apparel,1,11.19,40.25,0.18,4000,3078.84,4,10
36410,13969,F,New York,26171,21-Apr-19,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36411,13969,F,New York,26171,21-Apr-19,GGOEGAAB033815,Google Men's Vintage Badge Tee Black,Apparel,1,15.19,6,0.18,4000,3078.84,4,10
36412,13969,F,New York,26175,21-Apr-19,GGOEGADB057315,Google Men's Lightweight Microfleece Jacket Black,Apparel,1,74.99,19.99,0.18,4000,3078.84,4,10
36413,13969,F,New York,26176,21-Apr-19,GGOEGAAB058914,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,3,17.59,12.91,0.18,4000,3078.84,4,10
36414,13969,F,New York,26176,21-Apr-19,GGOEGAAB058915,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,2,17.59,12.91,0.18,4000,3078.84,4,10
36415,13969,F,New York,26176,21-Apr-19,GGOEGAAJ059114,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,2,12.31,12.91,0.18,4000,3078.84,4,10
36416,13969,F,New York,26177,21-Apr-19,GGOEGAAQ010413,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36417,17530,F,Chicago,26183,21-Apr-19,GGOEAHPJ074410,Android Twill Cap,Apparel,1,10.99,6,0.18,4000,3078.84,4,10
36418,17530,F,Chicago,26183,21-Apr-19,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,10.99,6,0.18,4000,3078.84,4,10
36419,17530,F,Chicago,26186,21-Apr-19,GGOEGAEQ027913,Google Women's Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,4000,3078.84,4,10
36420,17530,F,Chicago,26187,21-Apr-19,GGOEGAEQ027915,Google Women's Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36421,17530,F,Chicago,26187,21-Apr-19,GGOEGAWQ062248,Google Infant Short Sleeve Tee White,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36422,17530,F,Chicago,26187,21-Apr-19,GGOEGAWQ062953,Google Baby Essentials Set,Apparel,1,27.19,6,0.18,4000,3078.84,4,10
36423,17530,F,Chicago,26187,21-Apr-19,GGOEGAXL065929,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.19,6,0.18,4000,3078.84,4,10
36424,17530,F,Chicago,26187,21-Apr-19,GGOEGAXQ067128,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36425,17530,F,Chicago,26187,21-Apr-19,GGOEYAAQ031714,YouTube Men's Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,3078.84,4,10
36426,14047,F,California,25950,19-Apr-19,GGOEYAFB073116,YouTube Men's Fleece Hoodie Black,Apparel,1,44.79,16.47,0.18,4000,1754.92,4,10
36427,17017,M,California,26009,19-Apr-19,GGOEAAAJ032414,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,13.29,6,0.18,4000,1754.92,4,10
36428,16781,F,New York,25964,19-Apr-19,GGOEYAAQ031714,YouTube Men's Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,4000,1754.92,4,10
36429,16781,F,New York,25964,19-Apr-19,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,10.99,6,0.18,4000,1754.92,4,10
36430,17838,F,California,26015,19-Apr-19,GGOEGAAQ033914,Google Men's Vintage Badge Tee White,Apparel,1,13.29,6,0.18,4000,1754.92,4,10
36431,16817,M,California,25998,19-Apr-19,GGOEGAAQ010414,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,19.99,0.18,4000,1754.92,4,10
36432,16817,M,California,25998,19-Apr-19,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2,13.59,19.99,0.18,4000,1754.92,4,10
36433,14217,F,New York,25995,19-Apr-19,GGOEGAYT068525,Google Youth Short Sleeve T-shirt Yellow,Apparel,1,13.29,6,0.18,4000,1754.92,4,10
36434,17097,M,California,25931,19-Apr-19,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,10.99,6,0.18,4000,1754.92,4,10
36435,17097,M,California,25932,19-Apr-19,GGOEAAAJ031916,Android Men's Short Sleeve Hero Tee Heather,Apparel,6,13.29,6,0.18,4000,1754.92,4,10
36436,17097,M,California,25932,19-Apr-19,GGOEAAEH035217,Android Men's Vintage Henley,Apparel,1,20.99,6,0.18,4000,1754.92,4,10
36437,17097,M,California,25932,19-Apr-19,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,5,16.99,6,0.18,4000,1754.92,4,10
36438,17097,M,California,25937,19-Apr-19,GGOEAAAJ031914,Android Men's Short Sleeve Hero Tee Heather,Apparel,1,10.63,12.99,0.18,4000,1754.92,4,10
36439,17097,M,California,25937,19-Apr-19,GGOEAAAJ032414,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,10.63,12.99,0.18,4000,1754.92,4,10
36440,17097,M,California,25937,19-Apr-19,GGOEAAAL081114,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,2,11.19,12.99,0.18,4000,1754.92,4,10
36441,17097,M,California,25937,19-Apr-19,GGOEAAAL081115,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,11.19,12.99,0.18,4000,1754.92,4,10
36442,17097,M,California,25937,19-Apr-19,GGOEAAWJ062549,Android Infant Short Sleeve Tee Pewter,Apparel,2,13.59,12.99,0.18,4000,1754.92,4,10
36443,17097,M,California,25937,19-Apr-19,GGOEAAXC066430,Android Toddler Short Sleeve T-shirt Aqua,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36444,17097,M,California,25937,19-Apr-19,GGOEGAAC032114,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1,15.19,12.99,0.18,4000,1754.92,4,10
36445,17097,M,California,25937,19-Apr-19,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,12.99,0.18,4000,1754.92,4,10
36446,17097,M,California,25937,19-Apr-19,GGOEGAAJ080716,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,2,11.19,12.99,0.18,4000,1754.92,4,10
36447,17097,M,California,25937,19-Apr-19,GGOEGAAQ010414,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36448,17097,M,California,25937,19-Apr-19,GGOEGAAR010714,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36449,17097,M,California,25937,19-Apr-19,GGOEGAAR010716,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36450,17097,M,California,25937,19-Apr-19,GGOEGAWR061850,Google Infant Short Sleeve Tee Red,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36451,17097,M,California,25937,19-Apr-19,GGOEYAWJ061449,YouTube Onesie Heather,Apparel,1,19.19,12.99,0.18,4000,1754.92,4,10
36452,17097,M,California,25937,19-Apr-19,GGOEYAXR066130,You Tube Toddler Short Sleeve Tee Red,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36453,17097,M,California,25938,19-Apr-19,GGOEAAAL081114,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,11.19,6,0.18,4000,1754.92,4,10
36454,17097,M,California,25938,19-Apr-19,GGOEGAAR010714,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36455,15192,F,Chicago,25946,19-Apr-19,GGOEGAER035515,Google Men's Vintage Tank,Apparel,1,11.75,6,0.18,4000,1754.92,4,10
36456,15192,F,Chicago,25947,19-Apr-19,GGOEYAAQ031715,YouTube Men's Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,4000,1754.92,4,10
36457,15192,F,Chicago,25947,19-Apr-19,GGOEYAEB035614,YouTube Men's Vintage Tank,Apparel,1,14.69,6,0.18,4000,1754.92,4,10
36458,15192,F,Chicago,25949,19-Apr-19,GGOEGAXQ067128,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36459,15192,F,Chicago,25949,19-Apr-19,GGOEGAXQ067155,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,12.99,0.18,4000,1754.92,4,10
36460,16579,M,California,25950,19-Apr-19,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,5,44.79,16.47,0.18,4000,1754.92,4,10
36461,15380,M,California,25950,19-Apr-19,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,7,44.79,16.47,0.18,4000,1754.92,4,10
36462,17442,M,California,25950,19-Apr-19,GGOEYAQB073214,YouTube Women's Fleece Hoodie Black,Apparel,7,31.35,16.47,0.18,4000,1754.92,4,10
36463,17950,F,New York,25950,19-Apr-19,GGOEYAQB073215,YouTube Women's Fleece Hoodie Black,Apparel,3,31.35,16.47,0.18,4000,1754.92,4,10
36464,17950,F,New York,25951,19-Apr-19,GGOEGAFB035814,Google Men's  Zip Hoodie,Apparel,1,44.79,12.48,0.18,4000,1754.92,4,10
36465,17950,F,New York,25951,19-Apr-19,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1,44.79,12.48,0.18,4000,1754.92,4,10
36466,17950,F,New York,25951,19-Apr-19,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1,44.79,12.48,0.18,4000,1754.92,4,10
36467,17950,F,New York,25953,19-Apr-19,GGOEGAWQ062948,Google Baby Essentials Set,Apparel,36,33.99,6,0.18,4000,1754.92,4,10
36468,17950,F,New York,25953,19-Apr-19,GGOEGAWQ062949,Google Baby Essentials Set,Apparel,36,33.99,6,0.18,4000,1754.92,4,10
36469,17950,F,New York,25953,19-Apr-19,GGOEGAWQ062953,Google Baby Essentials Set,Apparel,36,33.99,6,0.18,4000,1754.92,4,10
36470,17950,F,New York,25958,19-Apr-19,GGOEAAXJ066230,Android Toddler Short Sleeve T-shirt Pewter,Apparel,1,16.99,6,0.18,4000,1754.92,4,10
36471,17950,F,New York,25963,19-Apr-19,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36472,17950,F,New York,25967,19-Apr-19,GGOEGAAJ032816,Google Men's Long & Lean Tee Charcoal,Apparel,1,11.19,6,0.18,4000,1754.92,4,10
36473,17950,F,New York,25967,19-Apr-19,GGOEGAAJ073016,Google Men's Performance Hero Tee Gunmetal,Apparel,1,12.31,6,0.18,4000,1754.92,4,10
36474,17950,F,New York,25967,19-Apr-19,GGOEGAAJ080616,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,0.18,4000,1754.92,4,10
36475,17950,F,New York,25967,19-Apr-19,GGOEGADB056616,Men's Weatherblock Shell Jacket Black,Apparel,1,52.07,6,0.18,4000,1754.92,4,10
36476,17950,F,New York,25967,19-Apr-19,GGOEGAEJ035316,Google Vintage Henley Grey/Black,Apparel,1,23.99,6,0.18,4000,1754.92,4,10
36477,12826,M,California,25973,19-Apr-19,GGOEGADJ056816,Google Men's Watershed Full Zip Hoodie Grey,Apparel,2,76.99,6,0.18,4000,1754.92,4,10
36478,17456,F,New Jersey,25975,19-Apr-19,GGOEGAAL010616,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,2,16.99,6,0.18,4000,1754.92,4,10
36479,17456,F,New Jersey,25975,19-Apr-19,GGOEGAAL010617,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,16.99,6,0.18,4000,1754.92,4,10
36480,17456,F,New Jersey,25975,19-Apr-19,GGOEGALL074616,Google Women's Short Sleeve Badge Tee Navy,Apparel,3,11.89,6,0.18,4000,1754.92,4,10
36481,17456,F,New Jersey,25976,19-Apr-19,GGOEYAAJ032516,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,18.99,6,0.18,4000,1754.92,4,10
36482,17456,F,New Jersey,25978,19-Apr-19,GGOEGALB034113,Google Women's Vintage Hero Tee Black,Apparel,1,10.63,6,0.18,4000,1754.92,4,10
36483,17456,F,New Jersey,25980,19-Apr-19,GGOEGAWQ062248,Google Infant Short Sleeve Tee White,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36484,17307,F,New York,25983,19-Apr-19,GGOEGAWH061348,Google Onesie Green,Apparel,1,19.19,6,0.18,4000,1754.92,4,10
36485,15811,F,Chicago,25989,19-Apr-19,GGOEGAAQ010414,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,12.91,0.18,4000,1754.92,4,10
36486,15811,F,Chicago,25989,19-Apr-19,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,3,13.59,12.91,0.18,4000,1754.92,4,10
36487,15811,F,Chicago,25989,19-Apr-19,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,3,13.59,12.91,0.18,4000,1754.92,4,10
36488,15811,F,Chicago,25989,19-Apr-19,GGOEGAEQ027914,Google Women's Short Sleeve Hero Tee White,Apparel,1,13.59,12.91,0.18,4000,1754.92,4,10
36489,15811,F,Chicago,25991,19-Apr-19,GGOEGAER033214,Google Men's Long Sleeve Raglan Cranberry,Apparel,1,17.49,6,0.18,4000,1754.92,4,10
36490,15811,F,Chicago,25993,19-Apr-19,GGOEGAAJ057014,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1,30.79,6,0.18,4000,1754.92,4,10
36491,15811,F,Chicago,25993,19-Apr-19,GGOEGAAJ073014,Google Men's Performance Hero Tee Gunmetal,Apparel,1,12.31,6,0.18,4000,1754.92,4,10
36492,15811,F,Chicago,25994,19-Apr-19,GGOEGADJ059715,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,41.99,6,0.18,4000,1754.92,4,10
36493,15811,F,Chicago,25995,19-Apr-19,GGOEGAXJ065530,Google Toddler Short Sleeve T-shirt Grey,Apparel,1,11.89,6,0.18,4000,1754.92,4,10
36494,15811,F,Chicago,25995,19-Apr-19,GGOEGAYH068456,Google Youth Short Sleeve T-shirt Green,Apparel,1,13.29,6,0.18,4000,1754.92,4,10
36495,15811,F,Chicago,25995,19-Apr-19,GGOEGAYQ069026,Google Youth Short Sleeve Tee White,Apparel,1,18.99,6,0.18,4000,1754.92,4,10
36496,13327,F,Chicago,25998,19-Apr-19,GGOEGAAQ010417,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,19.99,0.18,4000,1754.92,4,10
36497,13327,F,Chicago,25998,19-Apr-19,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.19,19.99,0.18,4000,1754.92,4,10
36498,13327,F,Chicago,25998,19-Apr-19,GGOEGAEQ027914,Google Women's Short Sleeve Hero Tee White,Apparel,3,13.59,19.99,0.18,4000,1754.92,4,10
36499,13327,F,Chicago,25998,19-Apr-19,GGOEGAEQ027915,Google Women's Short Sleeve Hero Tee White,Apparel,3,13.59,19.99,0.18,4000,1754.92,4,10
36500,13327,F,Chicago,26000,19-Apr-19,GGOEGAAQ010413,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36501,13327,F,Chicago,26000,19-Apr-19,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36502,13327,F,Chicago,26000,19-Apr-19,GGOEGAEQ027913,Google Women's Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36503,13327,F,Chicago,26000,19-Apr-19,GGOEGAEQ027914,Google Women's Short Sleeve Hero Tee White,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36504,13327,F,Chicago,26000,19-Apr-19,GGOEGAXQ067130,Google Toddler Short Sleeve Tee White,Apparel,2,13.59,6,0.18,4000,1754.92,4,10
36505,13327,F,Chicago,26000,19-Apr-19,GGOEYAAB031813,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36506,13327,F,Chicago,26000,19-Apr-19,GGOEYAAB031814,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1,13.59,6,0.18,4000,1754.92,4,10
36507,13327,F,Chicago,26001,19-Apr-19,GGOEGAAJ080617,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6,0.18,4000,1754.92,4,10
36508,13327,F,Chicago,26002,19-Apr-19,GGOEGAEQ027914,Google Women's Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,4000,1754.92,4,10
36509,13327,F,Chicago,26004,19-Apr-19,GGOEGAEQ027913,Google Women's Short Sleeve Hero Tee White,Apparel,1,16.99,6,0.18,4000,1754.92,4,10
36510,17700,F,New York,26007,19-Apr-19,GGOEGAAB033814,Google Men's Vintage Badge Tee Black,Apparel,1,15.19,6,0.18,4000,1754.92,4,10
36511,13136,F,California,26009,19-Apr-19,GGOEAAAB081014,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1,19.99,6,0.18,4000,1754.92,4,10
36512,12605,F,New York,26012,19-Apr-19,GGOEGAAJ032316,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6,0.18,4000,1754.92,4,10
36513,13758,M,Washington DC,25059,7-Apr-19,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2,13.59,20.85,0.18,2500,2719.46,4,10
36514,13758,M,Washington DC,25059,7-Apr-19,GGOEGAAJ032715,Google Men's Skater Tee Grey,Apparel,2,11.19,20.85,0.18,2500,2719.46,4,10
36515,13758,M,Washington DC,25060,7-Apr-19,GGOEAAWT061753,Android Onesie Gold,Apparel,1,19.19,6.5,0.18,2500,2719.46,4,10
36516,13758,M,Washington DC,25060,7-Apr-19,GGOEGAEA030414,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1,15.99,6.5,0.18,2500,2719.46,4,10
36517,13758,M,Washington DC,25060,7-Apr-19,GGOEGAWR061153,Google Onesie Red,Apparel,1,19.19,6.5,0.18,2500,2719.46,4,10
36518,13777,F,California,25050,7-Apr-19,GGOEGAAJ080613,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,19.99,16.85,0.18,2500,2719.46,4,10
36519,17690,F,Chicago,25043,7-Apr-19,GGOEGAWC061249,Google Onesie Royal Blue,Apparel,39,16.79,6.5,0.18,2500,2719.46,4,10
36520,17690,F,Chicago,25043,7-Apr-19,GGOEGAWC061250,Google Onesie Royal Blue,Apparel,23,16.79,6.5,0.18,2500,2719.46,4,10
36521,17690,F,Chicago,25043,7-Apr-19,GGOEGAWC061253,Google Onesie Royal Blue,Apparel,7,16.79,6.5,0.18,2500,2719.46,4,10
36522,17690,F,Chicago,25043,7-Apr-19,GGOEGAWC061254,Google Onesie Royal Blue,Apparel,3,16.79,6.5,0.18,2500,2719.46,4,10
36523,14766,M,New York,25046,7-Apr-19,GGOEGAAJ073015,Google Men's Performance Hero Tee Gunmetal,Apparel,1,12.31,6.5,0.18,2500,2719.46,4,10
36524,14766,M,New York,25046,7-Apr-19,GGOEGAEJ031315,Google Tri-blend Hoodie Grey,Apparel,1,31.99,6.5,0.18,2500,2719.46,4,10
36525,14766,M,New York,25046,7-Apr-19,GGOEGAEJ035315,Google Vintage Henley Grey/Black,Apparel,1,23.99,6.5,0.18,2500,2719.46,4,10
36526,14766,M,New York,25046,7-Apr-19,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1,44.79,6.5,0.18,2500,2719.46,4,10
36527,16722,F,New Jersey,25050,7-Apr-19,GGOEGADB059613,Google Men's Quilted Insulated Vest Black,Apparel,1,74.99,16.85,0.18,2500,2719.46,4,10
